people	people_points	faces	face_points	hands	hand_points
1	10	1	70	1	21
2	35	2	140	4	84
2	32	2	140	3	63
3	28	1	70	3	63
2	23	2	140	3	63
1	13	1	70	2	42
1	12	1	70	2	42
27	277	19	1330	24	473
4	58	4	280	8	168
2	33	2	140	4	84
7	79	6	420	6	126
2	33	2	140	4	84
1	16	1	70	2	42
1	12	1	70	2	42
2	33	2	140	3	63
1	12	1	70	1	21
2	33	2	140	4	84
8	90	6	420	7	147
9	93	6	420	8	168
2	24	2	140	2	42
2	32	2	140	4	84
1	10	1	70	1	21
1	12	1	70	2	42
5	76	5	350	10	210
2	24	2	140	2	42
1	10	1	70	1	21
2	35	2	140	4	84
2	36	2	140	4	84
1	14	1	70	2	42
2	33	2	140	4	84
2	33	2	140	3	63
0	0	0	0	0	0
9	93	6	420	7	147
1	11	1	70	1	21
1	15	1	70	2	42
1	11	1	70	2	42
1	12	1	70	2	42
2	35	2	140	4	84
2	33	2	140	4	84
1	11	1	70	2	42
1	14	1	70	2	42
2	34	2	140	4	84
15	125	11	768	3	63
2	30	2	140	3	63
2	33	2	140	4	84
1	13	1	70	2	42
15	154	11	770	17	357
1	12	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
1	12	1	70	2	42
1	12	1	70	2	42
7	82	6	420	6	126
4	67	4	280	6	126
1	10	1	70	1	21
1	14	1	70	2	42
1	14	1	70	2	42
1	13	1	70	2	42
4	59	4	280	8	168
2	33	2	140	4	84
1	13	1	70	2	42
2	32	2	140	4	84
1	11	1	70	2	42
1	14	1	70	2	42
2	34	2	140	4	84
2	33	2	140	3	63
1	13	1	70	2	42
2	34	2	140	3	63
5	80	5	350	10	210
2	33	2	140	4	84
4	70	4	280	6	126
4	68	4	280	6	126
2	34	2	140	4	84
1	13	1	70	2	42
1	14	1	70	2	42
2	17	1	70	1	21
2	22	1	70	3	63
2	35	2	140	4	84
5	79	5	350	10	210
2	25	2	140	3	63
8	86	7	490	5	105
1	14	1	70	2	42
1	12	1	70	2	42
4	50	4	280	5	105
1	14	1	70	2	42
17	177	12	807	15	315
1	13	1	70	2	42
1	13	1	70	2	42
1	13	1	70	2	42
4	55	4	280	7	147
1	11	1	70	1	21
8	82	6	420	4	84
1	10	0	0	1	21
1	14	1	70	1	21
1	13	1	70	2	42
3	35	2	140	3	63
2	35	2	140	4	84
2	31	2	140	4	84
27	281	20	1400	24	498
4	68	4	280	6	126
4	67	4	280	6	126
1	12	1	70	2	42
3	23	1	70	2	42
1	13	1	70	2	29
4	58	4	280	7	147
1	13	1	70	2	42
1	13	1	70	2	42
2	36	2	140	4	84
1	12	1	70	2	42
1	11	1	70	1	21
2	23	2	140	3	63
2	34	2	140	4	84
9	124	7	490	12	249
1	14	1	70	2	42
1	12	1	70	2	42
1	11	1	70	2	42
11	91	9	622	3	63
1	14	1	70	2	42
1	13	1	70	1	21
1	13	1	70	2	42
2	34	2	140	4	84
2	26	2	140	4	84
2	34	2	140	4	84
1	13	1	70	2	42
1	14	1	70	2	42
8	82	7	490	5	105
1	14	1	70	2	42
1	11	1	70	2	42
2	33	2	140	4	84
2	33	2	140	4	84
2	33	2	140	4	84
2	16	1	70	2	42
1	14	1	70	2	42
1	13	1	70	2	42
1	11	1	70	1	21
4	57	4	280	8	168
1	13	1	70	2	42
8	105	8	539	8	153
1	13	1	70	2	42
1	13	1	70	2	42
1	13	1	70	1	21
9	92	6	420	7	147
2	31	2	140	4	84
1	12	1	70	2	33
6	76	6	420	7	147
2	17	1	70	3	63
10	93	8	560	9	189
1	14	1	70	2	42
7	86	7	490	6	126
3	35	2	140	3	63
1	14	1	70	2	42
9	95	7	490	8	168
17	133	11	764	11	231
7	83	6	420	6	126
2	22	2	140	3	63
1	11	1	70	1	21
1	14	1	70	2	42
1	10	1	70	0	0
1	13	1	70	2	42
8	89	6	420	7	147
2	29	1	70	2	42
1	13	1	70	1	21
5	78	5	350	10	210
2	32	2	140	4	84
3	24	2	140	2	42
1	13	1	70	2	42
5	80	5	350	10	210
2	25	1	70	3	63
2	31	2	140	4	84
4	68	4	280	6	126
2	20	2	140	1	21
1	15	1	70	2	42
2	22	1	70	3	63
2	23	1	70	3	63
7	79	7	490	5	105
1	14	1	70	2	42
1	14	1	70	2	42
1	13	1	70	2	42
8	85	6	420	8	168
1	13	1	70	2	42
2	31	2	140	4	84
2	33	2	140	4	84
1	13	1	70	2	42
2	33	2	140	3	63
2	32	2	140	3	63
1	13	1	70	1	21
1	13	1	70	2	42
2	33	2	140	4	84
1	12	1	70	2	42
2	34	2	140	4	84
1	14	1	70	2	42
2	32	2	140	4	84
3	27	2	140	3	63
1	12	1	70	1	21
4	68	4	280	7	147
1	16	1	70	2	42
1	12	1	70	1	21
2	32	2	140	4	84
1	11	1	70	2	42
2	15	1	70	2	42
1	11	1	70	2	42
2	21	1	70	3	63
1	14	1	70	2	42
1	12	1	70	2	42
8	81	6	420	5	105
2	22	1	70	2	42
1	13	1	70	2	42
2	35	2	140	4	84
1	12	1	70	2	42
2	14	1	70	2	42
9	94	6	420	7	147
1	10	1	70	0	0
4	59	4	280	8	168
2	33	2	140	3	63
2	32	2	140	4	84
1	12	1	70	2	42
1	10	1	70	1	21
4	58	4	280	7	147
2	25	2	140	3	63
2	33	2	140	4	84
1	5	0	0	0	0
7	84	6	420	6	126
1	13	1	70	2	26
2	26	1	70	3	63
2	32	2	140	3	63
2	22	1	70	3	63
2	35	2	140	4	84
1	14	1	70	2	42
1	12	1	70	2	42
2	34	2	140	4	84
2	23	1	70	3	63
1	11	1	70	2	42
2	35	2	140	4	84
1	12	1	70	2	42
2	33	2	140	4	84
2	34	2	140	4	84
5	60	4	280	8	168
1	14	1	70	2	42
7	105	6	420	10	210
1	14	1	70	2	42
3	35	2	140	4	84
1	16	1	70	2	42
5	62	4	280	8	168
2	18	1	70	2	42
9	90	6	420	8	168
1	14	1	70	1	21
2	16	1	70	2	42
2	32	2	140	3	63
2	34	2	140	4	84
2	33	2	140	4	84
1	13	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
2	31	2	140	4	84
1	10	1	70	1	21
1	12	1	70	2	42
1	13	1	70	2	42
1	13	1	70	2	42
1	15	1	70	2	42
5	80	5	350	10	210
1	10	1	70	1	21
2	35	2	140	4	84
2	21	1	70	2	42
1	11	1	70	1	21
1	15	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
1	14	1	70	2	42
1	13	1	70	2	42
1	15	1	70	2	42
1	14	1	70	2	42
1	12	1	70	2	42
1	14	1	70	2	42
1	12	1	70	1	21
2	33	2	140	4	84
1	14	1	70	2	42
1	10	1	70	1	21
8	89	5	350	7	147
2	21	2	140	3	63
1	15	1	70	2	42
1	13	1	70	2	24
1	15	1	70	2	30
22	232	20	1400	17	357
7	85	6	420	7	147
4	67	4	280	7	147
1	13	1	70	2	42
2	34	2	140	4	84
2	16	1	70	3	63
1	14	1	70	2	42
8	86	6	420	6	126
1	12	1	70	2	42
1	12	1	70	1	21
14	129	11	766	12	252
1	14	1	70	2	42
1	14	1	70	2	42
5	79	5	350	10	210
5	79	5	350	10	210
5	77	5	350	10	210
2	33	2	140	3	63
1	13	1	70	2	42
2	36	2	140	4	84
14	134	11	766	12	252
8	87	6	420	6	126
3	33	2	140	4	84
1	12	1	70	2	42
2	33	2	140	4	84
1	13	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
4	56	4	280	7	147
1	14	1	70	2	42
2	17	1	70	1	21
2	34	2	140	4	84
1	14	1	70	2	42
2	34	2	140	4	84
2	25	2	140	3	63
1	13	1	70	2	42
2	14	1	70	2	33
1	12	1	70	2	42
19	204	14	980	22	462
2	25	2	140	3	63
9	83	6	420	5	105
1	11	1	70	2	42
1	13	1	70	2	42
2	33	2	140	4	84
1	13	1	70	2	42
1	13	1	70	2	42
1	12	1	70	1	21
1	11	1	70	1	21
4	53	4	280	7	147
4	67	4	280	6	126
1	14	1	70	2	42
2	33	2	140	4	84
8	91	7	490	8	168
1	13	1	70	2	42
2	34	2	140	4	84
1	10	1	70	1	21
7	85	6	420	6	126
2	24	2	140	2	42
2	22	1	70	3	63
4	36	2	140	4	84
5	78	5	350	10	210
2	33	2	140	4	84
2	34	2	140	4	84
2	23	2	140	3	63
2	32	2	140	4	84
2	33	2	140	4	84
2	16	1	70	2	42
5	77	5	350	10	210
1	11	1	70	1	21
4	57	4	280	6	126
1	16	1	70	2	42
2	15	1	70	1	21
2	31	2	140	4	84
1	16	1	70	2	42
2	32	2	140	4	84
2	17	1	70	1	21
1	10	1	70	1	21
2	19	1	70	2	42
2	35	2	140	4	84
2	15	1	70	2	42
2	32	2	140	3	63
4	51	4	280	5	105
2	24	1	70	3	63
1	11	1	70	1	21
2	24	1	70	3	63
1	15	1	70	2	42
11	96	8	560	9	189
2	32	2	140	4	84
1	12	1	70	2	42
0	0	0	0	0	0
2	33	2	140	4	84
4	56	4	280	7	147
5	77	5	350	10	210
1	18	1	70	2	42
4	52	4	280	5	105
1	11	1	70	2	42
1	13	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
4	69	4	280	6	126
1	13	1	70	2	42
1	12	1	70	2	42
1	13	1	70	1	21
1	13	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
2	32	2	140	3	63
2	33	2	140	4	84
1	15	1	70	2	42
2	22	2	140	1	21
4	58	4	280	8	168
1	10	1	70	1	21
2	27	2	140	4	84
2	34	2	140	4	84
2	21	2	140	2	42
1	12	1	70	2	42
4	57	4	280	8	168
2	33	2	140	3	63
4	69	4	280	6	126
1	16	1	70	2	42
1	14	1	70	2	42
2	34	2	140	4	84
2	22	1	70	3	63
2	26	2	140	3	63
17	171	11	770	14	294
2	31	2	140	3	63
1	13	1	70	2	42
2	32	2	140	3	63
2	35	2	140	4	84
2	25	2	140	3	63
1	12	1	70	1	21
1	12	1	70	2	42
1	13	1	70	2	42
2	34	2	140	4	84
1	13	1	70	2	42
7	86	6	420	6	126
8	91	6	420	8	168
1	13	1	70	2	42
1	12	1	70	2	42
7	87	7	490	6	126
2	34	2	140	4	84
2	33	2	140	4	84
4	69	4	280	6	126
8	85	6	420	6	126
2	12	1	70	1	21
1	13	1	70	2	42
1	13	1	70	1	21
2	35	2	140	4	84
1	12	1	70	2	42
2	33	2	140	4	84
2	31	2	140	4	84
1	13	1	70	1	21
2	35	2	140	4	84
2	16	1	70	3	63
7	78	7	490	5	105
1	12	1	70	1	21
1	16	1	70	2	42
1	14	1	70	2	42
8	92	6	420	8	168
1	13	1	70	2	42
1	14	1	70	2	42
2	34	2	140	4	84
1	10	1	70	1	21
2	32	2	140	3	63
2	22	1	70	3	63
4	55	4	280	7	147
1	12	1	70	2	42
2	34	2	140	4	84
1	14	1	70	2	42
1	14	1	70	2	26
1	14	1	70	1	21
8	89	6	420	8	168
6	71	6	420	6	126
8	84	6	420	7	147
4	66	4	280	6	126
2	33	2	140	4	84
2	34	2	140	4	84
2	21	2	140	2	42
1	15	1	70	2	42
2	33	2	140	4	84
2	35	2	140	4	84
1	14	1	70	2	42
2	14	1	70	2	42
2	22	2	140	3	63
1	11	1	70	1	21
1	14	1	70	2	42
2	33	2	140	4	84
2	20	1	70	2	42
2	13	1	70	2	42
15	150	11	770	13	273
4	34	2	140	3	63
2	16	1	70	2	42
3	34	2	140	4	84
4	69	4	280	6	126
1	11	1	70	1	21
2	33	2	140	4	84
2	34	2	140	4	84
2	23	1	70	2	42
2	34	2	140	4	84
1	14	1	70	2	42
2	30	2	140	4	84
1	14	1	70	2	42
1	12	1	70	2	42
4	57	4	280	8	168
1	14	1	70	2	42
1	13	1	70	2	42
1	13	1	70	2	42
8	93	6	420	7	147
14	110	11	764	3	63
4	56	4	280	7	147
5	61	4	280	8	168
1	12	1	70	1	21
1	10	1	70	1	21
2	23	1	70	2	42
1	14	1	70	2	42
1	16	1	70	2	42
2	33	2	140	4	84
8	107	7	490	9	189
1	15	1	70	2	42
2	34	2	140	4	84
2	34	2	140	4	84
4	70	4	280	7	147
1	15	1	70	2	42
2	33	2	140	4	84
2	35	2	140	4	84
4	67	4	280	6	126
1	14	1	70	2	42
9	93	6	420	7	147
2	21	2	140	3	63
1	13	1	70	1	21
1	13	1	70	2	42
1	10	1	70	1	21
4	44	1	70	4	84
1	13	1	70	1	21
2	22	2	140	2	42
1	11	1	70	2	42
4	69	4	280	6	126
1	14	1	70	2	42
1	14	1	70	2	42
1	12	1	70	1	21
1	10	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
1	12	1	70	2	42
1	12	1	70	1	21
2	34	2	140	4	84
1	15	1	70	2	42
1	13	1	70	1	21
1	13	1	70	2	42
23	243	20	1393	24	485
2	32	2	140	3	63
2	34	2	140	4	84
2	21	1	70	2	42
7	81	7	490	6	126
2	33	2	140	4	84
0	0	0	0	0	0
1	11	1	70	2	42
26	272	23	1606	16	336
8	94	6	420	7	147
16	131	11	764	12	252
2	33	2	140	3	63
0	0	0	0	0	0
2	36	2	140	4	84
1	13	1	70	2	42
2	34	2	140	4	84
2	35	2	140	4	84
2	34	2	140	4	84
10	93	8	560	9	189
1	10	1	70	0	0
1	13	1	70	2	42
8	83	6	420	6	126
4	57	4	280	7	147
1	13	1	70	1	21
1	13	1	70	2	42
1	14	1	70	2	42
2	35	2	140	4	84
2	34	2	140	4	84
1	10	1	70	1	21
1	10	1	70	1	21
1	16	1	70	2	42
1	11	1	70	1	21
2	35	2	140	4	84
2	34	2	140	3	63
1	14	1	70	2	42
2	24	2	140	2	42
1	13	1	70	2	42
1	12	1	70	2	42
2	35	2	140	4	84
2	34	2	140	4	84
3	36	2	140	4	84
4	58	4	280	7	147
2	21	1	70	2	42
2	16	1	70	1	21
1	15	1	70	2	42
1	15	1	70	2	42
3	26	2	140	3	63
2	33	2	140	4	84
1	13	1	70	1	21
1	12	1	70	2	42
2	33	2	140	4	84
8	82	6	420	6	126
2	23	2	140	2	42
1	12	1	70	0	0
8	90	6	420	8	168
1	12	1	70	2	42
1	9	1	70	0	0
1	15	1	70	2	42
1	11	1	70	2	42
4	67	4	280	6	126
4	57	4	280	8	168
2	20	2	140	2	42
1	13	1	70	2	42
2	35	2	140	4	84
4	59	4	280	7	147
1	15	1	70	2	42
2	34	2	140	4	84
4	54	4	280	6	126
1	16	1	70	2	42
1	14	1	70	2	42
1	11	1	70	2	42
8	88	6	420	6	126
2	32	2	140	4	84
1	12	1	70	2	42
3	35	2	140	4	84
2	34	2	140	4	84
1	16	1	70	2	42
1	14	1	70	2	42
2	24	2	140	3	63
9	92	6	420	7	147
1	12	1	70	1	21
8	83	6	420	7	147
2	13	1	70	1	21
1	13	1	70	2	42
2	32	2	140	4	84
1	14	1	70	2	42
2	35	2	140	4	84
1	14	1	70	2	42
2	17	1	70	2	42
4	59	4	280	7	147
1	12	1	70	2	42
1	14	1	70	2	42
1	12	1	70	2	42
1	12	1	70	2	42
1	10	1	70	1	21
2	23	1	70	2	42
1	12	1	70	0	0
2	32	2	140	3	63
1	11	1	70	1	21
2	34	2	140	4	84
2	34	2	140	4	84
1	12	1	70	2	42
1	14	1	70	2	42
2	20	2	140	2	42
1	13	1	70	2	42
2	22	1	70	2	42
8	85	6	420	5	105
2	34	2	140	4	84
1	10	1	70	0	0
1	8	0	0	0	0
1	15	1	70	2	42
1	10	1	70	1	21
1	11	1	70	1	21
1	15	1	70	2	42
1	12	1	70	1	21
8	84	6	420	5	105
2	33	2	140	4	84
7	86	7	490	6	126
1	11	1	70	1	21
2	33	2	140	4	84
8	84	6	420	6	126
1	13	1	70	2	42
2	32	2	140	4	84
9	97	6	420	7	147
2	34	2	140	4	84
1	12	1	70	2	42
1	12	1	70	2	42
2	32	2	140	4	84
1	13	1	70	2	42
4	39	2	140	5	105
4	57	4	280	7	147
2	34	2	140	4	84
2	33	2	140	4	84
2	33	2	140	4	84
1	13	1	70	2	42
2	35	2	140	4	84
1	13	1	70	2	42
2	36	2	140	4	84
1	6	0	0	0	0
2	34	2	140	4	84
1	11	1	70	2	42
3	20	1	70	2	42
2	21	1	70	3	63
2	34	2	140	4	84
2	34	2	140	4	84
2	30	2	140	3	63
14	131	11	763	11	231
1	12	1	70	2	42
4	61	4	280	8	168
4	70	4	280	6	126
2	33	2	140	4	84
2	32	2	140	3	63
2	34	2	140	4	84
1	13	1	70	2	42
1	11	1	70	2	42
1	12	1	70	1	21
1	12	1	70	2	42
4	58	4	280	6	126
1	14	1	70	2	42
1	14	1	70	2	42
7	79	6	420	6	126
4	69	4	280	6	126
1	11	1	70	2	42
2	24	2	140	3	63
2	32	2	140	4	84
12	97	8	560	8	168
13	126	10	691	11	231
3	36	2	140	4	84
2	32	2	140	3	63
5	77	5	350	10	210
1	13	1	70	2	42
1	14	1	70	2	42
2	13	1	70	1	21
2	33	2	140	3	63
3	35	2	140	4	84
2	33	2	140	4	84
2	21	2	140	2	42
1	12	1	70	2	42
1	11	1	70	2	42
7	86	6	420	6	126
2	13	1	70	2	42
8	89	6	420	6	126
2	18	1	70	2	42
1	13	1	70	2	42
2	34	2	140	4	84
4	55	4	280	7	147
8	86	7	490	5	105
1	12	1	70	2	42
2	34	2	140	4	84
2	34	2	140	4	84
1	14	1	70	2	42
1	11	1	70	1	21
1	13	1	70	2	42
1	12	1	70	2	42
2	24	2	140	3	63
1	13	1	70	2	42
2	17	1	70	1	21
1	13	1	70	2	42
1	16	1	70	2	42
1	13	1	70	2	42
3	32	2	140	4	84
2	21	1	70	1	21
5	69	4	280	6	126
2	34	2	140	4	84
1	11	1	70	2	42
1	13	1	70	2	42
1	13	1	70	2	42
2	35	2	140	4	84
1	13	1	70	1	21
8	92	6	420	8	168
2	23	2	140	2	42
2	21	2	140	2	42
7	86	7	490	6	126
2	32	2	140	4	84
2	35	2	140	4	84
1	16	1	70	2	42
5	78	5	350	10	210
1	11	1	70	1	21
4	58	4	280	7	147
1	13	1	70	2	42
2	33	2	140	3	63
1	15	1	70	2	42
7	81	7	490	7	147
1	13	1	70	2	42
2	16	1	70	2	42
1	11	1	70	2	42
11	87	8	560	1	21
2	25	2	140	2	42
1	14	1	70	2	42
2	34	2	140	4	84
7	88	6	420	6	126
2	23	2	140	3	63
4	68	4	280	6	126
1	14	1	70	2	42
1	12	1	70	2	42
2	16	1	70	2	42
1	13	1	70	2	42
1	12	1	70	2	42
1	12	1	70	2	42
2	25	2	140	3	63
1	13	1	70	2	42
9	91	6	420	7	147
4	57	4	280	7	147
1	13	1	70	2	42
18	197	14	980	22	462
2	33	2	140	3	63
2	33	2	140	4	84
8	83	6	420	6	126
1	15	1	70	2	42
5	78	5	350	10	210
17	144	11	766	12	252
1	13	1	70	2	42
2	33	2	140	3	63
2	33	2	140	3	63
2	24	2	140	3	63
9	87	6	420	6	126
4	68	4	280	6	126
12	95	8	560	7	147
4	69	4	280	6	126
1	11	1	70	1	21
1	13	1	70	1	21
2	25	2	140	3	63
4	58	4	280	7	147
1	14	1	70	2	42
2	32	2	140	3	63
2	23	1	70	3	63
4	69	4	280	6	126
2	21	2	140	2	42
1	12	1	70	2	42
2	16	1	70	2	42
7	83	6	420	6	126
2	35	2	140	4	84
1	11	1	70	2	42
1	13	1	70	2	42
1	11	1	70	2	42
2	13	1	70	2	42
1	15	1	70	2	42
2	31	2	140	4	84
1	15	1	70	2	42
2	23	2	140	3	62
2	15	1	70	2	42
2	15	1	70	2	42
2	31	2	140	4	84
1	10	1	70	0	0
1	14	1	70	2	42
2	33	2	140	4	84
7	88	6	420	7	147
1	13	1	70	2	42
1	13	1	70	2	42
1	11	1	70	1	21
17	133	11	757	11	231
2	32	2	140	4	84
0	0	0	0	0	0
2	13	1	70	2	42
2	34	2	140	4	84
1	15	1	70	2	26
2	15	1	70	2	42
8	90	6	420	7	147
2	23	1	70	3	63
2	34	2	140	4	84
2	33	2	140	3	63
1	13	1	70	2	42
2	33	2	140	4	84
2	34	2	140	4	84
3	37	2	140	4	84
1	13	1	70	2	42
4	55	4	280	6	126
22	246	21	1468	21	441
1	16	1	70	2	42
8	88	6	420	7	147
1	10	1	70	1	21
2	22	1	70	3	63
1	15	1	70	2	42
2	33	2	140	3	63
3	24	1	70	2	42
2	33	2	140	4	84
4	57	4	280	8	168
2	33	2	140	4	84
1	12	1	70	2	42
8	97	7	490	6	126
1	14	1	70	2	42
2	33	2	140	3	63
2	33	2	140	4	84
1	13	1	70	2	42
2	33	2	140	4	84
11	95	8	560	9	189
3	25	2	140	3	63
7	92	6	420	6	126
2	33	2	140	3	63
1	13	1	70	2	42
7	81	7	490	6	126
1	15	1	70	2	42
1	14	1	70	2	42
4	59	4	280	8	168
1	16	1	70	2	42
9	107	6	389	8	168
2	21	2	140	2	42
1	14	1	70	2	42
9	94	6	420	7	147
1	10	1	70	1	21
2	34	2	140	4	84
1	14	1	70	2	42
2	32	2	140	4	84
2	34	2	140	4	84
2	33	2	140	4	84
2	21	2	140	2	42
1	13	1	70	2	42
2	32	2	140	4	84
2	33	2	140	4	84
7	89	7	490	7	147
1	14	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
2	16	1	70	2	42
1	11	1	70	1	21
4	67	4	280	6	126
1	12	1	70	2	42
2	23	1	70	2	42
2	22	1	70	3	63
1	11	1	70	1	21
1	14	1	70	2	42
2	35	2	140	4	84
2	29	2	140	3	63
2	23	1	70	3	63
2	20	1	70	2	42
2	35	2	140	4	84
1	13	1	70	2	42
2	34	2	140	4	84
2	25	2	140	3	63
7	80	6	420	6	126
2	26	2	140	2	42
8	88	6	420	7	147
1	13	1	70	2	42
1	13	1	70	2	42
1	12	1	70	2	42
1	17	1	70	1	21
2	35	2	140	4	84
2	35	2	140	4	84
8	85	6	420	8	168
1	11	1	70	2	42
8	91	6	420	8	168
4	61	4	280	8	168
1	13	1	70	2	42
1	13	1	70	2	42
1	12	1	70	2	42
2	34	2	140	4	84
1	12	1	70	1	21
1	13	1	70	2	42
2	34	2	140	4	84
7	88	6	420	6	126
14	122	11	762	9	189
2	33	2	140	4	84
1	10	1	70	0	0
1	13	1	70	1	21
1	14	1	70	2	42
1	11	1	70	1	21
4	58	4	280	8	168
7	79	7	490	5	105
2	34	2	140	4	84
1	14	1	70	2	42
2	34	2	140	4	84
7	81	7	490	6	126
2	32	2	140	4	84
1	14	1	70	2	42
2	32	2	140	3	63
1	11	1	70	2	42
1	13	1	70	2	42
4	59	4	280	8	168
1	10	1	70	1	21
2	32	2	140	3	63
3	35	2	140	4	84
2	33	2	140	4	84
18	192	14	980	21	441
1	14	1	70	2	42
4	57	4	280	8	168
1	11	1	70	0	0
2	35	2	140	4	84
1	14	1	70	1	21
1	16	1	70	2	42
2	35	2	140	4	84
1	14	1	70	2	42
2	32	2	140	3	63
2	31	2	140	4	84
1	11	1	70	2	42
4	58	4	280	7	147
8	88	6	420	4	84
1	13	1	70	1	21
1	15	1	70	2	42
2	14	1	70	2	42
1	11	1	70	1	21
2	33	2	140	4	84
1	16	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
8	89	6	420	7	147
2	35	2	140	4	84
2	33	2	140	4	84
7	79	6	420	6	126
2	21	2	140	3	63
1	13	1	70	2	42
1	11	1	70	2	42
15	144	11	770	14	294
1	14	1	70	2	42
1	11	1	70	2	42
1	11	1	70	2	42
1	14	1	70	2	42
7	87	6	420	7	147
1	11	1	70	1	21
2	23	1	70	3	63
1	14	1	70	2	42
2	24	1	70	3	63
2	35	2	140	4	84
2	33	2	140	4	84
2	33	2	140	4	84
2	34	2	140	4	84
2	22	2	140	3	63
2	34	2	140	4	84
1	14	1	70	2	42
1	13	1	70	2	42
2	33	2	140	4	84
7	79	6	420	6	126
1	11	1	70	1	21
2	11	1	70	1	21
2	24	2	140	2	42
2	34	2	140	4	84
8	89	6	420	7	147
2	33	2	140	4	84
1	13	1	70	2	42
4	69	4	280	6	126
20	173	12	840	20	420
1	10	0	0	2	42
1	16	1	70	2	42
1	15	1	70	2	42
1	13	1	70	2	42
3	25	1	70	3	63
2	31	2	140	3	63
1	13	1	70	2	42
1	15	1	70	2	42
2	34	2	140	4	84
2	34	2	140	4	84
1	14	1	70	2	42
16	163	14	980	12	252
1	13	1	70	2	42
1	13	1	70	2	42
1	12	1	70	1	21
2	34	2	140	4	84
4	57	4	280	8	168
1	11	1	70	0	0
2	35	2	140	4	84
1	14	1	70	2	42
9	92	6	420	8	168
5	57	4	280	6	126
2	14	1	70	3	63
1	11	1	70	2	42
2	32	2	140	3	63
1	13	1	70	2	42
2	35	2	140	4	84
4	68	4	280	6	126
1	12	1	70	2	42
2	35	2	140	4	84
4	57	4	280	8	168
1	11	1	70	2	42
2	14	1	70	1	21
1	13	1	70	2	42
2	21	1	70	2	42
3	33	2	140	3	63
1	14	1	70	2	42
2	33	2	140	4	84
2	33	2	140	4	84
1	14	1	70	2	42
1	11	1	70	2	42
2	35	2	140	4	84
7	85	6	420	7	147
2	33	2	140	3	63
1	15	1	70	2	42
2	34	2	140	4	84
4	40	2	140	4	84
9	95	6	420	8	168
1	13	1	70	2	42
2	35	2	140	4	84
14	117	11	766	4	84
3	34	2	140	4	84
2	34	2	140	4	84
2	33	2	140	3	63
18	192	14	980	22	462
1	13	1	70	1	21
0	0	0	0	0	0
