people	people_points	faces	face_points	hands	hand_points
1	12	1	70	2	42
2	32	2	140	3	63
8	79	6	420	6	126
3	24	1	70	2	42
2	24	1	70	3	63
1	14	1	70	1	21
1	11	1	70	2	42
2	35	2	140	4	84
2	33	2	140	3	63
7	79	7	490	5	105
1	13	1	70	2	42
1	13	1	70	2	42
1	16	1	70	2	42
1	14	1	70	2	42
2	35	2	140	4	84
2	35	2	140	4	84
1	13	1	70	2	42
4	68	4	280	6	126
2	35	2	140	4	84
1	15	1	70	2	42
1	13	1	70	2	42
2	25	2	140	3	63
2	33	2	140	4	84
2	15	1	70	2	42
1	13	1	70	2	42
1	15	1	70	2	42
2	24	2	140	3	63
2	35	2	140	4	84
2	24	2	140	3	63
2	32	2	140	4	84
2	34	2	140	4	84
1	14	1	70	2	42
2	25	2	140	2	42
4	67	4	280	6	126
7	86	6	420	6	126
2	32	2	140	3	63
1	13	1	70	2	42
2	35	2	140	4	84
2	35	2	140	4	84
24	251	19	1327	25	514
2	33	2	140	4	84
4	59	4	280	8	168
1	12	1	70	1	21
2	14	1	70	2	42
2	34	2	140	4	84
1	16	1	70	2	42
1	15	1	70	2	42
1	13	1	70	2	42
14	113	11	764	4	84
3	33	2	140	4	84
1	11	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
5	77	5	350	10	210
1	16	1	70	2	42
2	35	2	140	4	84
6	45	2	140	3	63
8	89	6	420	7	147
2	34	2	140	4	84
1	15	1	70	2	42
2	32	2	140	4	84
1	13	1	70	2	42
7	87	6	420	7	147
1	14	1	70	2	42
1	10	1	70	1	21
4	56	4	280	6	126
2	32	2	140	4	84
1	14	1	70	2	42
1	12	1	70	1	21
2	25	2	140	2	42
1	12	1	70	2	42
2	22	2	140	2	42
8	84	6	420	6	126
2	32	2	140	3	63
1	14	1	70	2	42
2	35	2	140	4	84
2	16	1	70	2	42
4	61	4	280	8	168
6	73	6	420	6	126
2	32	2	140	3	63
4	57	4	280	8	168
2	33	2	140	4	84
9	87	6	420	7	147
2	32	2	140	3	63
8	90	6	420	7	147
2	16	1	70	2	26
1	13	1	70	2	42
4	69	4	280	6	126
2	16	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
1	12	1	70	2	42
7	84	6	420	6	126
4	61	4	280	8	168
2	23	1	70	3	44
5	83	5	350	10	210
24	249	19	1325	25	525
2	35	2	140	4	84
1	16	1	70	2	42
1	14	1	70	2	42
4	56	4	280	7	147
4	58	4	280	7	147
1	12	1	70	2	42
4	57	4	280	8	168
1	12	1	70	1	21
1	13	1	70	1	21
11	95	8	560	9	189
8	91	6	420	6	126
1	12	1	70	2	42
3	35	2	140	4	84
2	34	2	140	4	84
9	92	6	420	7	147
1	14	1	70	2	42
1	13	1	70	2	42
2	23	1	70	2	42
4	57	4	280	8	168
2	23	2	140	3	63
2	32	2	140	3	63
7	81	7	490	5	105
2	34	2	140	4	84
1	13	1	70	2	42
1	12	1	70	2	42
4	68	4	280	6	126
5	80	5	350	10	210
2	33	2	140	4	84
1	14	1	70	2	42
1	14	1	70	2	42
1	14	1	70	2	42
7	86	6	420	6	126
1	11	1	70	1	21
1	13	1	70	1	21
2	34	2	140	4	84
1	15	1	70	2	42
2	34	2	140	4	84
2	31	2	140	4	84
1	13	1	70	2	42
4	68	4	280	6	126
4	57	4	280	8	168
2	23	1	70	3	63
2	35	2	140	4	84
9	87	6	420	6	126
17	132	11	764	13	273
5	76	5	350	10	210
3	21	2	130	2	42
2	25	2	140	2	42
2	17	1	70	2	42
8	93	6	420	8	168
3	27	1	70	3	63
2	22	2	140	2	42
2	33	2	140	4	84
2	21	1	70	2	42
14	108	10	694	2	42
1	11	1	70	1	21
2	31	2	140	4	84
1	13	1	70	2	42
1	12	1	70	2	42
1	13	1	70	2	42
9	95	6	420	6	126
4	69	4	280	6	126
4	58	4	280	8	168
2	25	1	70	3	63
1	13	1	70	2	42
4	57	4	280	8	168
2	33	2	140	4	84
1	11	1	70	1	21
1	14	1	70	2	42
1	14	1	70	2	42
4	58	4	280	7	147
15	124	12	838	3	63
1	13	1	70	2	42
2	24	2	140	3	63
2	23	1	70	2	42
2	32	2	140	3	63
2	35	2	140	4	84
2	30	2	140	3	63
4	56	4	280	7	147
1	13	1	70	2	42
1	13	1	70	2	42
6	78	3	210	7	147
3	35	2	140	3	63
1	14	1	70	2	42
2	35	2	140	4	84
2	34	2	140	4	84
2	22	2	140	3	63
1	14	1	70	2	42
2	32	2	140	3	63
7	80	6	420	5	105
2	33	2	140	4	84
1	14	1	70	2	42
1	10	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
1	11	1	70	1	21
1	13	1	70	2	42
1	14	1	70	2	42
2	22	2	140	2	42
2	33	2	140	3	63
2	33	2	140	4	84
3	34	2	140	3	63
2	32	2	140	4	84
1	14	1	70	2	42
2	33	2	140	3	63
2	34	2	140	4	84
1	10	1	70	1	21
1	15	1	70	2	42
2	33	2	140	4	84
1	13	1	70	2	42
4	59	4	280	8	168
2	34	2	140	4	84
2	23	2	140	2	42
8	89	6	420	6	126
2	32	2	140	4	84
8	88	6	420	8	168
1	16	1	70	2	42
5	75	5	350	10	210
2	35	2	140	4	84
1	15	1	70	2	42
1	12	1	70	2	42
1	15	1	70	2	42
2	30	1	70	3	63
4	68	4	280	6	126
2	34	2	140	4	84
4	54	3	210	7	147
1	13	1	70	2	23
1	10	1	70	1	21
1	13	1	70	2	42
2	24	1	70	2	42
4	60	4	280	8	168
2	34	2	140	4	84
1	12	1	70	1	21
1	14	1	70	2	42
1	14	1	70	2	42
8	91	6	420	7	147
4	58	4	280	8	168
1	14	1	70	2	42
1	16	1	70	2	42
2	32	2	140	4	84
2	33	2	140	4	84
1	14	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
7	80	7	490	5	105
3	44	3	210	5	105
2	23	2	140	2	42
2	14	1	70	2	42
1	12	1	70	2	42
1	15	1	70	2	42
1	11	1	70	2	42
2	36	2	140	4	84
1	12	1	70	2	42
2	23	1	70	3	63
2	35	2	140	4	84
1	13	1	70	1	21
2	33	2	140	3	63
2	33	2	140	4	84
1	13	1	70	2	42
1	14	1	70	1	21
2	23	2	140	2	42
1	16	1	70	2	42
8	83	6	420	5	105
2	35	2	140	4	84
2	18	1	70	2	42
2	31	2	140	4	84
1	12	1	70	2	28
1	12	1	70	1	21
1	14	1	70	2	42
1	14	1	70	2	42
1	18	1	70	2	42
1	11	1	70	2	42
2	29	2	140	4	84
3	28	1	70	3	63
2	22	2	140	3	63
1	14	1	70	2	42
1	14	1	70	2	42
2	20	2	140	2	42
1	14	1	70	2	42
1	12	1	70	2	42
4	25	2	140	2	42
1	14	1	70	2	42
1	14	1	70	2	42
2	35	2	140	4	84
1	12	1	70	2	42
2	34	2	140	4	84
4	60	4	280	8	168
4	57	4	280	7	147
4	67	4	280	6	126
3	34	2	140	4	84
2	34	2	140	4	84
2	34	2	140	4	84
17	161	11	770	15	315
1	12	1	70	2	42
2	34	2	140	4	84
1	14	1	70	2	42
4	64	4	280	6	126
1	12	1	70	2	28
1	16	1	70	2	42
2	34	2	140	4	84
2	15	1	70	2	42
2	24	2	140	3	63
1	12	1	70	1	21
4	68	4	280	6	126
5	83	5	350	10	210
2	33	2	140	4	84
2	34	2	140	4	84
2	19	1	70	2	42
2	35	2	140	4	84
1	12	1	70	1	21
1	13	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
1	16	1	70	2	42
2	17	1	70	1	21
2	34	2	140	4	84
2	33	2	140	4	84
1	11	1	70	1	21
2	21	2	140	1	21
2	35	2	140	4	84
1	13	1	70	2	42
2	32	2	140	4	84
1	11	1	70	2	42
1	13	1	70	2	42
2	36	2	140	4	84
2	35	2	140	4	84
4	67	4	280	6	126
1	12	1	70	2	42
5	78	5	350	10	210
1	15	1	70	2	42
2	34	2	140	4	84
2	23	1	70	3	63
2	15	1	70	2	42
1	12	1	70	2	42
1	14	1	70	2	42
2	35	2	140	4	84
1	14	1	70	2	42
1	11	1	70	2	42
7	78	6	420	6	126
1	14	1	70	2	42
2	26	2	140	3	47
2	32	2	140	4	84
2	24	2	140	2	42
9	88	6	420	6	126
1	14	1	70	2	42
9	93	6	420	7	147
1	14	1	70	2	42
2	17	1	70	1	21
2	21	1	70	2	42
2	32	2	140	4	84
4	67	4	280	6	126
4	68	4	280	6	126
2	33	2	140	4	84
4	57	4	280	7	147
1	10	1	70	1	21
2	32	2	140	4	84
7	82	6	420	6	126
1	13	1	70	2	42
1	13	1	70	2	42
1	14	1	70	1	21
1	12	1	70	2	42
4	57	4	280	7	147
2	34	2	140	4	84
1	14	1	70	2	42
1	13	1	70	2	42
4	60	4	280	8	168
1	15	1	70	2	42
19	196	14	980	20	420
1	13	1	70	2	42
2	32	2	140	4	84
1	14	1	70	2	42
4	57	4	280	7	147
2	32	2	140	4	84
2	32	2	140	3	63
1	12	1	70	2	42
2	35	2	140	4	84
2	34	2	140	4	84
1	14	1	70	2	42
1	14	1	70	2	42
1	11	1	70	1	21
2	33	2	140	4	84
1	13	1	70	2	42
2	35	2	140	4	84
1	14	1	70	2	42
2	17	1	70	2	42
1	15	1	70	2	42
8	83	6	420	6	126
5	77	5	350	10	210
2	34	2	140	4	84
1	13	1	70	2	42
2	20	2	140	1	21
2	33	2	140	4	84
2	35	2	140	4	84
1	12	1	70	2	42
1	16	1	70	2	42
2	16	1	70	2	42
1	11	1	70	1	21
7	89	7	490	6	126
2	35	2	140	4	84
1	12	1	70	2	42
1	11	1	70	2	42
1	13	1	70	2	42
3	34	2	140	4	84
4	59	4	280	8	168
3	26	2	140	3	63
8	87	7	490	6	126
1	14	1	70	2	42
2	34	2	140	4	84
2	35	2	140	4	84
1	14	1	70	2	42
1	13	1	70	2	42
8	85	6	420	6	126
2	31	2	140	4	84
2	36	2	140	4	84
2	34	2	140	4	84
4	56	4	280	7	147
1	15	1	70	2	42
1	11	1	70	1	21
2	24	2	140	3	63
1	11	1	70	1	21
1	14	1	70	2	42
1	13	1	70	2	42
2	23	2	140	3	63
1	13	1	70	1	21
2	33	2	140	4	84
2	20	2	140	2	42
4	58	4	280	8	168
3	31	2	140	4	84
2	18	1	70	2	42
3	32	2	140	4	84
8	86	7	490	5	105
1	12	1	70	2	42
15	131	11	765	11	231
7	82	7	490	6	126
2	32	2	140	4	84
1	13	1	70	2	42
1	14	1	70	2	42
7	81	6	420	5	105
1	15	1	70	2	42
1	16	1	70	2	42
4	52	4	280	6	126
12	137	11	767	12	252
4	56	4	280	7	147
1	13	1	70	2	42
2	34	2	140	4	84
5	78	5	350	10	210
4	59	4	280	8	168
2	34	2	140	4	84
1	14	1	70	2	42
1	10	1	70	1	21
1	14	1	70	1	21
1	14	1	70	2	28
7	82	6	420	7	147
1	13	1	70	2	42
1	11	1	70	2	42
1	16	1	70	2	42
2	16	1	70	3	63
2	23	1	70	3	63
1	11	1	70	2	42
1	14	1	70	2	42
1	11	1	70	2	42
2	33	2	140	3	63
2	35	2	140	4	84
2	32	2	140	4	84
1	14	1	70	2	42
2	35	2	140	4	84
1	14	1	70	2	42
2	34	2	140	4	84
2	28	2	140	3	63
1	14	1	70	2	42
1	13	1	70	2	42
2	26	2	140	3	63
1	11	1	70	2	42
5	77	5	350	10	210
2	33	2	140	4	84
1	13	1	70	2	42
2	32	2	140	2	42
1	15	1	70	2	42
2	35	2	140	4	84
2	33	2	140	4	84
4	68	4	280	6	126
4	66	4	280	6	126
4	58	4	280	8	168
7	84	7	490	6	126
2	22	2	140	2	42
1	14	1	70	2	42
2	35	2	140	4	84
6	71	6	420	6	126
2	23	2	140	3	63
2	22	2	140	3	63
2	32	2	140	3	63
2	34	2	140	4	84
1	13	1	70	1	21
4	69	4	280	6	126
1	12	1	70	2	42
4	60	4	280	8	168
1	11	1	70	2	42
2	35	2	140	4	84
1	13	1	70	2	38
4	60	4	280	8	168
1	8	1	70	0	0
2	34	2	140	4	84
2	23	2	140	1	21
1	12	1	70	2	42
4	67	4	280	6	126
2	33	2	140	4	84
2	32	2	140	3	63
1	15	1	70	2	42
8	87	6	420	7	147
2	33	2	140	4	84
9	92	6	420	7	147
1	13	1	70	2	42
2	35	2	140	4	84
1	13	1	70	1	21
2	33	2	140	4	84
2	21	2	140	3	63
1	14	1	70	1	21
2	24	2	140	3	63
4	68	4	280	6	126
1	13	1	70	2	42
1	11	1	70	2	42
9	90	6	420	6	126
2	35	2	140	4	84
2	33	2	140	3	63
7	81	7	490	6	126
2	36	2	140	4	84
1	14	1	70	1	21
2	25	2	140	3	63
2	33	2	140	4	84
5	80	5	350	10	210
2	34	2	140	4	84
4	68	4	280	6	126
4	59	4	280	8	168
2	35	2	140	4	84
2	33	2	140	4	84
15	126	10	692	9	189
2	33	2	140	4	84
4	26	2	140	2	42
1	11	1	70	2	42
1	14	1	70	2	42
24	239	16	1120	25	517
4	69	4	280	7	147
1	11	1	70	1	21
1	13	1	70	2	42
2	17	1	70	3	63
2	32	2	140	3	63
1	13	1	70	2	42
2	31	2	140	3	63
5	77	5	350	10	210
1	12	1	70	2	42
7	86	6	420	5	105
2	23	2	140	3	63
1	12	1	70	2	42
3	38	2	140	3	63
8	87	5	350	6	126
1	13	1	70	2	42
1	14	1	70	2	42
3	37	2	140	4	84
2	32	2	140	4	84
2	17	1	70	2	42
7	85	6	420	6	126
2	33	2	140	4	84
1	12	1	70	2	42
2	32	2	140	3	63
4	61	4	280	8	168
1	14	1	70	2	42
4	59	4	280	8	168
1	11	1	70	1	21
1	11	1	70	2	42
2	34	2	140	4	84
1	13	1	70	2	40
1	15	1	70	2	42
1	14	1	70	2	42
2	24	2	140	1	21
13	106	10	694	2	42
1	12	1	70	2	42
1	13	1	70	2	42
2	32	2	140	4	84
5	78	5	350	10	210
1	11	1	70	1	21
1	10	1	70	1	21
2	30	2	140	4	84
2	33	2	140	4	84
1	13	1	70	2	42
2	31	2	140	3	63
4	60	4	280	8	168
1	13	1	70	2	42
2	14	1	70	2	42
1	13	1	70	2	42
2	34	2	140	4	84
1	13	1	70	2	42
1	14	1	70	2	42
1	14	1	70	2	42
1	12	1	70	1	21
2	22	2	140	1	21
5	78	5	350	10	210
1	13	1	70	1	21
4	57	4	280	8	168
1	14	1	70	2	42
2	20	1	70	2	42
4	58	4	280	8	168
17	181	13	890	16	336
9	90	6	420	6	126
7	90	6	420	7	147
5	79	5	350	10	210
4	53	4	280	6	126
2	23	2	140	2	42
7	82	7	490	6	126
2	33	2	140	3	63
2	33	2	140	4	84
2	26	2	140	3	63
2	32	2	140	4	84
8	87	6	420	8	168
1	11	1	70	1	21
1	15	1	70	2	42
1	13	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
3	22	1	70	2	42
1	13	1	70	2	42
7	87	7	490	6	126
1	14	1	70	2	42
7	78	7	490	5	105
1	13	1	70	2	42
7	80	6	420	6	126
1	12	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
4	56	4	280	7	147
9	98	6	420	8	168
1	13	1	70	2	42
2	33	2	140	4	84
7	79	6	420	6	126
2	34	2	140	4	84
2	32	2	140	2	42
2	34	2	140	4	84
1	11	1	70	2	42
1	15	1	70	2	42
2	21	2	140	2	42
1	13	1	70	2	42
1	13	1	70	2	42
2	17	1	70	3	63
2	23	2	140	3	63
8	86	7	490	6	126
2	35	2	140	4	84
4	68	4	280	6	126
2	35	2	140	4	84
1	14	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
1	17	1	70	2	42
2	33	2	140	4	84
2	36	2	140	4	84
7	82	6	420	6	126
7	80	6	420	6	126
1	15	1	70	2	42
2	13	1	70	2	42
2	33	2	140	3	63
1	12	1	70	2	42
1	15	1	70	2	42
2	34	2	140	4	84
2	34	2	140	4	84
8	79	6	420	6	126
1	14	1	70	2	42
1	14	1	70	2	42
1	10	1	70	0	0
2	26	1	70	3	63
2	23	1	70	3	63
2	30	2	140	3	63
2	34	2	140	4	84
2	33	2	140	3	63
4	69	4	280	6	126
8	85	6	420	7	147
1	14	1	70	2	42
2	15	1	70	2	42
8	84	6	420	6	126
4	67	4	280	6	126
1	13	1	70	2	42
2	33	2	140	4	84
3	32	2	140	3	63
1	14	1	70	2	42
16	135	11	756	13	273
1	14	1	70	2	42
2	34	2	140	4	84
1	12	1	70	2	42
2	17	1	70	1	21
1	12	1	70	2	42
5	80	5	350	10	210
2	33	2	140	4	84
4	54	4	280	6	126
1	11	1	70	2	22
2	35	2	140	4	84
1	10	1	70	1	21
1	11	1	70	2	42
16	137	12	836	12	252
4	58	4	280	7	147
1	16	1	70	2	42
0	0	0	0	0	0
12	139	11	767	12	252
8	86	7	490	6	126
5	60	4	280	8	168
2	32	2	140	4	84
2	34	2	140	4	84
2	25	2	140	3	63
4	67	4	280	7	147
2	34	2	140	4	84
2	33	2	140	4	84
2	25	2	140	3	63
1	13	1	70	2	42
2	32	2	140	4	84
2	30	2	140	2	42
2	22	1	70	3	63
1	11	1	70	2	42
1	15	1	70	2	42
3	35	2	140	4	84
4	66	4	280	6	126
1	15	1	70	2	42
2	34	2	140	4	84
4	69	4	280	6	126
1	14	1	70	2	42
1	11	1	70	2	42
1	14	1	70	2	30
2	33	2	140	4	84
4	54	4	280	7	147
1	14	1	70	2	42
1	14	1	70	2	42
2	34	2	140	4	84
2	21	2	140	2	42
7	79	7	490	5	105
1	15	1	70	2	42
2	33	2	140	4	84
1	13	1	70	2	42
2	33	2	140	4	84
1	14	1	70	2	42
15	156	11	770	17	357
5	76	5	350	10	210
1	14	1	70	2	42
1	14	1	70	2	42
3	34	2	140	4	84
2	36	2	140	4	84
1	10	1	70	1	21
3	36	2	140	4	84
1	16	1	70	2	42
2	34	2	140	4	84
2	33	2	140	3	63
2	33	2	140	3	63
1	12	1	70	1	21
25	260	19	1330	26	542
1	11	1	70	1	21
8	87	6	420	8	168
1	13	1	70	2	42
1	11	1	70	2	42
2	31	2	140	3	63
1	14	1	70	2	42
4	69	4	280	6	126
2	35	2	140	4	84
1	11	1	70	2	42
1	16	1	70	2	42
5	77	5	350	10	210
2	34	2	140	4	84
23	270	23	1610	22	462
8	88	7	490	6	126
3	32	2	140	4	84
1	15	1	70	2	42
1	13	1	70	2	42
1	16	1	70	2	42
4	57	4	280	8	168
2	33	2	140	4	84
7	79	7	490	6	126
2	24	2	140	1	21
1	11	1	70	2	42
9	93	6	420	7	147
1	16	1	70	2	42
1	13	1	70	2	42
7	81	7	490	5	105
2	34	2	140	4	84
1	15	1	70	2	42
1	14	1	70	2	42
2	32	2	140	3	63
1	15	1	70	2	42
4	69	4	280	6	126
3	19	1	70	3	63
4	69	4	280	6	126
0	0	0	0	0	0
4	57	4	280	7	147
1	11	1	70	1	21
1	14	1	70	2	42
4	68	4	280	6	126
1	12	1	70	2	42
2	15	1	70	2	42
2	17	1	70	2	42
2	32	2	140	4	84
1	11	1	70	2	42
2	33	2	140	4	84
4	59	4	280	7	147
1	11	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
1	12	1	70	2	42
1	14	1	70	2	42
1	11	1	70	2	42
1	11	1	70	1	21
1	15	1	70	2	42
1	13	1	70	2	42
2	33	2	140	4	84
2	34	2	140	4	84
1	14	1	70	2	42
2	25	2	140	3	63
23	238	19	1299	23	483
5	81	5	350	10	210
2	32	2	140	4	84
4	57	4	280	8	168
21	225	18	1260	21	441
2	33	2	140	4	84
4	67	4	280	6	126
1	12	1	70	2	42
2	23	2	140	3	63
3	26	1	70	3	63
2	34	2	140	4	84
25	253	19	1326	26	529
14	126	11	762	10	210
2	33	2	140	4	84
2	33	2	140	4	84
1	13	1	70	2	42
2	15	1	70	2	42
1	14	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
1	13	1	70	1	5
7	80	7	490	6	126
4	57	4	280	8	168
1	14	1	70	2	42
2	34	2	140	4	84
2	32	2	140	2	42
1	13	1	70	2	42
12	95	9	620	2	42
1	13	1	70	2	42
2	34	2	140	4	84
1	15	1	70	2	42
1	13	1	70	2	42
1	13	1	70	1	21
2	28	2	140	3	63
8	88	6	420	7	147
8	89	6	420	8	168
8	92	7	490	7	147
2	33	2	140	3	63
1	11	1	70	2	42
5	83	5	350	10	210
3	34	2	140	4	84
7	80	7	490	5	105
2	22	2	140	2	42
1	10	1	70	1	21
0	0	0	0	0	0
5	79	5	350	10	210
1	10	1	70	1	21
1	14	1	70	2	42
2	34	2	140	4	84
1	15	1	70	2	26
2	33	2	140	4	84
1	12	1	70	2	42
2	34	2	140	4	84
9	92	6	420	8	168
2	24	1	70	3	63
4	60	4	280	8	168
1	11	1	70	2	42
5	77	5	350	10	210
1	11	1	70	2	40
9	90	6	420	7	147
8	87	6	420	8	168
1	16	1	70	2	42
2	33	2	140	4	84
8	86	6	420	5	105
4	60	4	280	8	168
3	31	2	140	4	84
8	92	6	420	8	168
3	36	2	140	4	84
2	34	2	140	4	84
2	34	2	140	4	84
4	59	4	280	8	168
2	34	2	140	4	84
7	86	6	420	6	126
2	36	2	140	4	84
1	14	1	70	2	42
1	11	1	70	1	21
2	33	2	140	4	84
10	96	6	420	7	147
1	14	1	70	2	42
1	13	1	70	1	21
1	15	1	70	2	42
31	333	26	1820	23	483
1	11	1	70	2	42
1	12	1	70	2	42
2	32	2	140	3	63
1	14	1	70	2	42
5	76	5	350	10	210
2	34	2	140	3	63
7	81	7	490	5	105
8	80	6	420	5	105
4	56	4	280	8	168
1	13	1	70	2	42
1	11	1	70	1	21
2	34	2	140	4	84
2	36	2	140	4	84
2	33	2	140	4	84
2	15	1	70	2	42
2	18	2	140	2	42
4	67	4	280	6	126
1	13	1	70	2	42
1	13	1	70	2	42
2	23	2	140	2	42
1	14	1	70	2	42
1	13	1	70	2	42
1	10	1	70	1	21
10	94	8	560	9	189
2	34	2	140	4	84
1	13	1	70	2	42
3	35	2	140	4	84
9	97	6	420	7	147
2	35	2	140	4	84
4	56	4	280	7	147
3	26	1	70	3	63
2	34	2	140	4	84
7	88	6	420	7	147
2	35	2	140	4	84
1	11	1	70	1	21
2	33	2	140	4	84
13	97	9	623	1	21
4	56	4	280	8	168
1	11	1	70	1	21
1	15	1	70	2	42
3	33	2	140	3	63
4	61	4	280	8	168
1	12	1	70	2	42
5	77	5	350	10	210
1	14	1	70	2	42
1	11	1	70	2	42
4	60	4	280	8	168
4	66	4	280	6	126
2	33	2	140	4	84
1	14	1	70	2	42
2	34	2	140	4	84
1	13	1	70	2	42
2	32	2	140	4	84
2	33	2	140	4	84
2	30	2	140	2	42
1	14	1	70	2	42
1	14	1	70	2	42
4	59	4	280	7	147
1	13	1	70	2	42
1	11	1	70	1	21
2	34	2	140	4	84
2	18	1	70	1	21
5	80	5	350	10	210
7	81	6	420	8	168
1	12	1	70	2	42
5	77	5	350	10	210
6	73	6	420	6	126
2	26	2	140	3	63
2	34	2	140	4	84
2	15	1	70	2	42
4	59	4	280	8	168
4	64	4	280	6	126
4	53	4	280	5	105
2	32	2	140	4	84
2	22	2	140	2	42
4	66	4	280	6	126
2	32	2	140	4	84
8	91	6	420	7	147
1	13	1	70	2	22
1	13	1	70	2	42
1	14	1	70	2	42
2	35	2	140	4	84
2	32	2	140	4	84
1	10	1	70	1	21
2	36	2	140	4	84
5	75	5	350	10	210
1	13	1	70	2	42
4	57	4	280	8	168
2	34	2	140	4	84
1	11	1	70	1	21
2	34	2	140	4	84
8	90	6	420	7	147
8	92	6	420	8	168
2	21	1	70	2	42
1	13	1	70	2	42
4	60	4	280	8	168
1	14	1	70	2	42
2	33	2	140	4	84
2	34	2	140	4	84
1	13	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
4	70	4	280	6	126
2	33	2	140	4	84
4	67	4	280	6	126
2	26	2	140	3	63
4	70	4	280	6	126
2	32	2	140	3	63
1	13	1	70	2	42
5	75	5	314	7	140
7	83	7	490	6	126
1	14	1	70	2	42
2	33	2	140	4	84
2	32	2	140	4	84
1	10	1	70	1	21
2	34	2	140	4	84
2	34	2	140	4	84
2	23	2	140	3	43
1	12	1	70	2	42
2	22	1	70	2	42
1	12	1	70	2	42
3	37	2	140	4	84
1	13	1	70	2	42
3	36	2	140	4	84
1	14	1	70	2	42
8	89	6	420	6	126
11	96	8	560	9	189
2	34	2	140	4	84
2	34	2	140	4	84
1	13	1	70	2	42
1	12	1	70	1	21
4	55	4	280	6	126
2	34	2	140	4	84
1	14	1	70	2	42
9	109	6	368	8	168
8	88	6	420	6	126
2	35	2	140	4	84
2	31	2	140	4	84
8	97	6	420	8	168
8	87	6	420	7	147
1	15	1	70	2	42
2	33	2	140	3	63
1	13	1	70	2	42
7	80	7	490	5	105
1	16	1	70	2	42
1	14	1	70	2	42
2	21	2	140	2	42
1	14	1	70	2	42
1	14	1	70	2	42
1	11	1	70	2	42
1	15	1	70	2	42
2	23	2	140	1	21
2	35	2	140	4	84
8	88	6	420	7	147
1	11	1	70	2	42
5	78	5	350	10	210
5	78	5	350	10	210
2	32	2	140	4	84
1	13	1	70	1	21
2	34	2	140	4	84
1	14	1	70	2	42
2	25	2	140	2	42
2	34	2	140	4	84
2	35	2	140	4	84
2	24	2	140	2	42
1	11	1	70	1	21
2	24	1	70	2	22
1	13	1	70	1	21
1	12	1	70	2	42
7	87	6	420	7	147
7	90	4	280	7	135
7	82	6	420	4	84
1	14	1	70	2	42
7	81	6	420	6	126
1	16	1	70	2	42
1	15	1	70	2	42
1	13	1	70	2	42
2	34	2	140	4	84
2	29	2	140	3	63
3	34	2	140	4	84
9	97	6	420	7	147
4	68	4	280	7	147
1	15	1	70	2	42
2	33	2	140	4	84
1	13	1	70	2	42
2	35	2	140	4	84
2	22	1	70	3	63
2	32	2	140	4	84
1	13	1	70	2	42
2	35	2	140	4	84
4	65	4	280	6	126
2	32	2	140	3	63
1	14	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
1	13	1	70	2	42
8	91	6	420	7	147
9	96	7	490	8	168
2	33	2	140	4	84
1	13	1	70	2	42
1	11	1	70	2	42
5	81	5	350	10	210
1	11	1	70	2	42
1	13	1	70	2	42
1	14	1	70	2	42
1	10	1	70	1	21
2	32	2	140	3	63
4	58	4	280	7	147
2	17	1	70	1	21
1	11	1	70	1	21
3	34	2	140	4	84
1	11	1	70	1	21
5	77	5	350	10	210
2	33	2	140	4	84
9	87	6	420	6	126
1	13	1	70	2	42
1	14	1	70	2	42
1	13	1	70	1	21
12	98	8	560	9	189
2	33	2	140	4	84
4	66	4	280	6	126
7	88	6	420	7	147
2	34	2	140	4	84
8	93	6	420	8	168
1	13	1	70	2	42
1	15	1	70	2	42
7	84	6	420	7	147
4	67	4	280	6	126
8	88	7	490	5	105
2	23	2	140	2	42
3	26	2	140	3	63
2	24	1	70	3	63
4	60	4	280	8	168
2	34	2	140	4	84
2	33	2	140	3	63
2	24	1	70	3	63
2	36	2	140	4	84
7	82	7	490	6	126
2	15	1	70	2	42
2	33	2	140	4	84
1	16	1	70	2	42
2	36	2	140	4	84
1	13	1	70	2	42
1	13	1	70	2	42
2	34	2	140	4	84
1	10	1	70	1	21
4	55	4	280	6	126
1	14	1	70	2	42
1	14	1	70	2	42
2	33	2	140	4	84
2	33	2	140	4	84
2	34	2	140	4	84
1	10	1	70	1	21
2	34	2	140	4	84
17	182	12	825	15	315
8	87	6	420	6	126
2	32	2	140	4	84
2	34	2	140	4	84
1	11	1	70	2	42
2	16	1	70	2	42
4	58	4	280	7	147
1	15	1	70	2	42
12	92	9	630	1	21
9	90	6	420	7	147
2	34	2	140	4	84
2	33	2	140	4	84
2	35	2	140	4	84
1	10	1	70	1	21
1	15	1	70	2	42
1	13	1	70	2	42
1	12	1	70	2	42
1	12	1	70	2	42
1	14	1	70	2	42
1	15	1	70	2	42
1	10	1	70	1	21
1	13	1	70	2	24
2	17	1	70	3	63
